区分,曲名,アーティスト,年,根拠,曲ページ,紹介文
B 秋に合う,愛がひとりぼっち,岩崎良美,1985,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=iwasaki-yoshimi&song=ai-ga-hitoribochi,アニメ『タッチ』OP第2弾。疾走感のあるビートに切ない歌詞が乗る人気曲。
B 秋に合う,月夜恋風,いきものがかり,,月夜,https://joy-relief-station.lovable.app/cover-guide?artist=ikimono&song=月夜恋風,
B 秋に合う,Pretender,Official髭男dism,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=higedan&song=pretender,夜の街の歌。
B 秋に合う,夜に駆ける,YOASOBI,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=yoasobi&song=yoru-ni-kakeru,夜の街を走る音。
B 秋に合う,群青,YOASOBI,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=yoasobi&song=gunjou,青の夜の歌。
B 秋に合う,Pale Blue,米津玄師,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=kenshi&song=pale-blue,夜の静けさ。
B 秋に合う,今夜このまま,あいみょん,2018,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=aimyon&song=imadakimi,夜の静けさ。
B 秋に合う,裸の心,あいみょん,2020,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=aimyon&song=naked-heart,ドラマ主題歌で大ヒット、切ない恋心を歌う代表的バラード。
B 秋に合う,逆夢,King Gnu,,余韻,https://joy-relief-station.lovable.app/cover-guide?artist=king-gnu&song=ai-king-gnu,映画の余韻。
B 秋に合う,怪獣の花唄,Vaundy,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=vaundy&song=kaiju-no-hanauta,青の夜の歌。
B 秋に合う,高嶺の花子さん,back number,,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=back-number&song=takanedanohanako-san,切ない告白。
B 秋に合う,わたがし,back number,2012,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=back-number&song=watashigashitariyuu,夏祭りでのもどかしい恋心を繊細に描いた切ない人気曲。
B 秋に合う,【公式】ザ・ブルーハーツ「夕暮れ」【14thシングル(1993/10/25)】 / Yugure,THE BLUE HEARTS,,夕暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=blue-hearts&song=公式-サ-フ-ルーハーツ-夕暮れ-14thシンク-ル-1993-10-25-yugure,
B 秋に合う,サヨナラバス,ゆず,1999,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=yuzu&song=sayonara-bus,切ない別れを軽快なメロディに乗せた、初期ゆずの到達点的名曲。
B 秋に合う,IT'S ONLY LOVE,福山雅治,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=fukuyama&song=it-s-only-love,ミリオンセラーを記録した初期の切ない大ヒットラブソング。
B 秋に合う,やさしいキスをして,DREAMS COME TRUE,2004,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=dreamscometrue&song=yasashii-kiss-wo-shite,切ないメロディが響く冬の定番バラード。吉田美和の圧倒的な声量と表現力に涙する。
B 秋に合う,夜空ノムコウ,SMAP,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=smap&song=yozora-no-mukou,夜の街の歌。
B 秋に合う,オレンジ,SMAP,2000,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=smap&song=orange,『らいおんハート』B面ながら、屈指の人気を誇る切ない別れの歌。
B 秋に合う,Monster,嵐,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=arashi&song=monster,夜の街の歌。
B 秋に合う,『モーニングコーヒー』,モーニング娘。,,コーヒー,https://joy-relief-station.lovable.app/cover-guide?artist=morning-musume&song=モーニンク-コーヒー,
B 秋に合う,DESIRE -情熱-,中森明菜,1988,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=akina&song=desire,夜の街の歌。
B 秋に合う,セカンド・ラブ,中森明菜,1982,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=akina&song=second-love,最大のセールスを記録。切ない恋心と消え入りそうな高音が胸を締め付ける。
B 秋に合う,あなたに逢いたくて〜Missing You〜,松田聖子,1996,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=seiko&song=anata-ni-aitakute,自身最大の売上を記録。切ない歌詞が共感を呼ぶ珠玉のバラード。
B 秋に合う,さくらさくら,美空ひばり,,余韻,https://joy-relief-station.lovable.app/cover-guide?artist=misora&song=sakura-sakura,日本古謡の旋律を、美空ひばりの端正な声で聴く一枚。春の景色だけでなく、日本語の余韻そのものが残る。
B 秋に合う,ひとり旅～リンゴ追分～入り,美空ひばり,,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=misora&song=ひとり旅-リンコ-追分-入り,
B 秋に合う,リバーサイドホテル 1992 SPARKLING BLUE （日本武道館）,井上陽水,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=inoue-yousui&song=リハ-ーサイト-ホテル-1992-sparkling-blue-日本武道館,陽水がステージに立つだけで、武道館の空気が静かなホテルのロビーに変わる。1982年発表、この映像は10年後、1992年の日本武道館ライブ「SPARKLING BLUE」から。
B 秋に合う,Somebody's Night,矢沢永吉,1989,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=yazawa&song=time,夜の街の歌。
B 秋に合う,"アイ・ラヴ・ユー,OK",矢沢永吉,1975,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=yazawa&song=ai-no-kanata-ni,ソロデビュー曲。キャリアを象徴する甘く切ないバラード。
B 秋に合う,チャイナタウン,矢沢永吉,1978,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=yazawa&song=after-midnight,切ないメロディが心に響く、ファンの間で絶大な人気を誇る一曲。
B 秋に合う,× 布袋寅泰 | もうひとりの俺 | NHK SONGS tribute edition by HYOZII,矢沢永吉,,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=yazawa&song=布袋寅泰-もうひとりの俺-nhk-songs-tribute-edition-by-hyozii,
B 秋に合う,スローバラード,忌野清志郎 / RCサクセション / ザ・タイマーズ,1976,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=rc-succession&song=slow-ballad,夜の静寂を切り裂くホーン。ただのバラードを聴くつもりが、逃げ場のない切なさに包囲される。
B 秋に合う,アニメ「眠れぬ夜の小さなお話」 OPテーマ,原由子,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=hara-yuko&song=アニメ-眠れぬ夜の小さなお話-opテーマ,
B 秋に合う,祭りのあと,桑田佳祐,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=kuwata&song=saisetsukon,切ないメロディが心に染み渡る、至高のバラードソングです。
B 秋に合う,恋人も濡れる街角,桑田佳祐,1986,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=kuwata&song=koibito-mo-nureru,桑田佳祐ソロ初期の代表バラード。雨と街と夜の重心。
B 秋に合う,Remember Me,TUBE,1988,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tube&song=remember-me,織田哲郎作曲の切ないメロディが胸を打つ、初期チューブを代表するバラード。
B 秋に合う,離したくはない,T-BOLAN,,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tspoon&song=bye-for-now,切ない告白。
B 秋に合う,贅沢な情熱,T-BOLAN,1993,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tspoon&song=shakkini-torawarete,切ないメロディが光る、ファンからの人気も非常に高い名バラード。
B 秋に合う,All Along the Watchtower,Bob Dylan,1967,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=bob-dylan&song=all-along-the-watchtower,静止した空気の中に響く寓話的な一節。ジミヘンのカバーとは違う静かな緊張感。
B 秋に合う,Stayin' Alive,Bee Gees,1977,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=bee-gees&song=stayin-alive,夜の街を歩く重心。
B 秋に合う,Westchester Lady,Bob James,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=bob-james&song=westchester-lady,夜のジャズの定番。
B 秋に合う,Always,Bon Jovi,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=bon-jovi&song=always,切ないバラード。
B 秋に合う,Paradise City,Guns N' Roses,1987,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=guns&song=paradise-city,夜の街を走る歌。
B 秋に合う,Don't Cry,Guns N' Roses,1991,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=guns&song=dont-cry,長い夜のバラード。
B 秋に合う,And I Love Her,The Beatles,1964,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=beatles&song=and-i-love-her,静かなアコースティックの名バラード。
B 秋に合う,"Here, There and Everywhere",The Beatles,1966,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=beatles&song=here-there-and-everywhere,ポール自身が気に入っている、静かな愛の歌。
B 秋に合う,Come Together,The Beatles,1969,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=beatles&song=come-together,Lennonの夜のグルーヴ。George BensonやMichael Jacksonも歌い継いだ。
B 秋に合う,Paint It Black,The Rolling Stones,1966,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=rolling-stones&song=paint-it-black,夜の咆哮。
B 秋に合う,Stairway to Heaven,Led Zeppelin,1971,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=led-zeppelin&song=stairway-to-heaven,静かなアルペジオで始まり、8分かけてゆっくり天に昇っていく。ロックの教科書に最初に載る一曲。
B 秋に合う,Tears in Heaven,Eric Clapton,1992,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=eric-clapton&song=tears-in-heaven,静かな祈り。
B 秋に合う,Lately,Stevie Wonder,1981,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=stevie&song=lately,静かなピアノの夜。
B 秋に合う,Saving All My Love for You,Whitney Houston,1985,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=whitney&song=saving-all-my-love-for-you,甘く切ない秘めた恋を歌った、彼女初の全米1位。
B 秋に合う,Without You,Mariah Carey,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=mariah&song=without-you,切ない夜に。
B 秋に合う,Careless Whisper,George Michael,1984,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=george-michael&song=careless-whisper,サックスが切ない夜のバラード。
B 秋に合う,Father Figure,George Michael,1987,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=george-michael&song=father-figure,夜のソウル。
B 秋に合う,One More Try,George Michael,1988,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=george-michael&song=one-more-try,切ない祈り。
B 秋に合う,Hotel California,Eagles,1977,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=eagles&song=hotel-california,夜のドライブの定番。
B 秋に合う,Come Away with Me,Norah Jones,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=norah&song=come-away-with-me,静かな誘い。
B 秋に合う,The Scientist,Coldplay,2002,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=coldplay&song=the-scientist,静かなピアノ。
B 秋に合う,Clocks,Coldplay,2002,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=coldplay&song=clocks,夜のピアノの記憶。
B 秋に合う,A Sky Full of Stars,Coldplay,2014,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=coldplay&song=a-sky-full-of-stars,Aviciiとの共作。静かなピアノから爆発的なEDMへ転換する高揚感が圧巻。
B 秋に合う,Photograph,Ed Sheeran,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=ed-sheeran&song=photograph,静かな約束。
B 秋に合う,The A Team,Ed Sheeran,2011,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=ed-sheeran&song=the-a-team,彼のキャリアの原点。ホームレス女性との出会いから書かれた切ないデビュー曲。
B 秋に合う,24K Magic,Bruno Mars,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=bruno&song=24k-magic,夜のパーティ。
B 秋に合う,Why You Wanna Fight?,Bruno Mars,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=bruno&song=why-you-wanna-fight,けんかを売るでもなく、下手に出るでもなく、ただ「なんでそうしたいの」と問い返す。声を荒げないぶん、こじれた夜の空気がやけに生々しく残る。
B 秋に合う,Hello,Adele,2015,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=adele&song=hello,夜の電話の歌。
B 秋に合う,Style,Taylor Swift,2014,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=taylor&song=style,ダフト・パンクに触発されたギターの試作を偶然耳にし、気に入った本人が歌詞を書いた曲。流行が変わっても私たちは廃れない、と歌う夜のドライブ。
B 秋に合う,Anti-Hero,Taylor Swift,2022,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=taylor&song=anti-hero,夜の自問自答。
B 秋に合う,You Belong With Me,Taylor Swift,2008,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=taylor&song=you-belong-with-me,切ない片想いを歌い世界的に大ヒットした、カントリー時代の決定版。
B 秋に合う,What's Going On,Marvin Gaye,1971,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=marvin-gaye&song=whats-going-on,怒りでも、祈りでもある。世界に向けた静かな問いかけ。
B 秋に合う,Let's Get It On,Marvin Gaye,1973,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=marvin-gaye&song=lets-get-it-on,夜のソウル。
